action_type2,angle,combined_shot_type2,distance,distance_traveled,game_day,game_event_id,game_id,game_month,game_year,home_game,lat,loc_x,loc_y,lon,opponent2,period,playoffs,pts_attempted,right_of_net,shot_distance,shot_id,shot_made_flag,shot_made_flag_pct,shot_zone_area2,team_id,three_pt_attempted,time_remaining_label2,two_pt_attempted
,-0.7709263435628728,,0.43842747969862444,0.2485705014985172,0.560112033611204,0.37680617296282715,0.6570043198176042,,,-0.40824829046386296,-0.7212943108098855,0.10773795966296977,0.7212943108098955,0.10773795966301887,-0.6570043198176042,0.40824829046386296,,0.5773502691896257,,0.42304954464690153,0.5773502691896257,1.0,-4.532466518368394e-17,-0.16666666666666666,,,0.0,0.5773502691896257
,-0.7709263435628728,,0.43842747969862444,0.2485705014985172,0.560112033611204,0.37680617296282715,0.6570043198176042,,,-0.40824829046386296,-0.7212943108098855,0.10773795966296977,0.7212943108098955,0.10773795966301887,-0.6570043198176042,0.40824829046386296,,0.5773502691896257,,0.42304954464690153,0.5773502691896257,1.0,-4.532466518368394e-17,-0.16666666666666666,,,0.0,0.5773502691896257
0.2945422479279521,-0.29432132559168844,-0.25074294368839944,0.28906128321046776,0.3460363819396079,0.0857637078512707,0.1989625891498621,0.08423998614983579,,,-0.3750000000000001,-0.33668565892141766,-0.22941177537975446,0.3366856589214187,-0.229411775379739,0.1370432255589527,0.1839552121033609,,0.1804769016066499,0.11135885079684345,0.2841053098815748,-0.026947513263477427,1.0,5.594998139002102e-17,-0.05385770740428466,,0.21428571428571427,-0.2176518247163774,0.1681456899397575
0.2945422479279521,-0.29432132559168844,-0.25074294368839944,0.28906128321046776,0.3460363819396079,0.0857637078512707,0.1989625891498621,0.08423998614983579,,,-0.3750000000000001,-0.33668565892141766,-0.22941177537975446,0.3366856589214187,-0.229411775379739,0.1370432255589527,0.1839552121033609,,0.1804769016066499,0.11135885079684345,0.2841053098815748,-0.026947513263477427,1.0,5.594998139002102e-17,-0.05385770740428466,,0.21428571428571427,-0.2176518247163774,0.1681456899397575
0.2945422479279521,-0.29432132559168844,-0.25074294368839944,0.28906128321046776,0.3460363819396079,0.0857637078512707,0.1989625891498621,0.08423998614983579,,,-0.3750000000000001,-0.33668565892141766,-0.22941177537975446,0.3366856589214187,-0.229411775379739,0.1370432255589527,0.1839552121033609,,0.1804769016066499,0.11135885079684345,0.2841053098815748,-0.026947513263477427,1.0,5.594998139002102e-17,-0.05385770740428466,,0.21428571428571427,-0.2176518247163774,0.1681456899397575
0.3686369149640117,-0.05293109928042578,-0.02711630722733193,0.32550264382151,0.36453028130608084,0.28308652096198134,0.2892995809880653,0.28320878094956287,,,-0.41714884381325673,-0.3920919689272594,-0.15186369211066436,0.392091968927259,-0.15186369211065376,0.2210281422827352,0.2740242429316897,,0.2925984762793418,-0.059761430466719695,0.3226055037925185,0.2391921169509325,1.0,8.826788100434746e-17,-0.02626128657194448,,0.27669929526473314,-0.2901905000440046,0.2885821600795436
0.35070011019542807,-0.0615016228203287,-0.01715995557636451,0.28907813022642903,0.3481576461240304,0.20770821246415475,0.29617057622331133,0.2141298946358817,,,-0.38797014489949266,-0.41408840378800715,-0.20087515802200218,0.4140884037880073,-0.200875158021992,0.23965518126966837,0.2859575503694348,,0.3185149378604929,-1.8503717077085938e-17,0.2882699061926083,0.16263509745385057,1.0,4.2732504141856965e-17,-0.09128709291752769,,0.2965600828435215,-0.25757575757575746,0.31498822992250447
0.35070011019542807,-0.0615016228203287,-0.01715995557636451,0.28907813022642903,0.3481576461240304,0.20770821246415475,0.29617057622331133,0.2141298946358817,,,-0.38797014489949266,-0.41408840378800715,-0.20087515802200218,0.4140884037880073,-0.200875158021992,0.23965518126966837,0.2859575503694348,,0.3185149378604929,-1.8503717077085938e-17,0.2882699061926083,0.16263509745385057,1.0,4.2732504141856965e-17,-0.09128709291752769,,0.2965600828435215,-0.25757575757575746,0.31498822992250447
0.34542833715679694,-0.003852732154067664,-0.029171446668149633,0.3447224099740628,0.40141269026411985,0.2412234865599227,0.30644226542789965,0.2459347040620841,,,-0.26658150537288866,-0.46480393373830164,-0.16334198878966671,0.46480393373829904,-0.16334198878965753,0.2626124598427973,0.3129996918337982,,0.2661484727559445,-0.057343454992451574,0.3469026174256065,0.2060554839933202,1.0,-2.3988356617845763e-17,-0.05629922836789021,,0.23442823640471494,-0.15289621360721165,0.26512957835235185
0.192486546008617,-0.12231149812542352,-0.2075143391598224,0.30019404027807417,0.32653751904748174,0.1226960279930127,0.3697454024366692,0.13539546703535457,,,-0.21945812693651598,-0.35261414666792085,-0.18505692120048503,0.3526141466679194,-0.1850569212004746,0.22456426646297692,0.3955866267395285,,0.2632596824707504,0.006017004011932005,0.3011634922450325,0.1358834315429105,1.0,3.0684943385792895e-17,0.026073684051705445,,0.18959881966484032,0.00712452417559899,0.2672510587860975
